Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> MCTS: 30 positions, 2400s rollouts, exploration=1.41, tree depth=all 30, policy=[SA { initial_temp: 10.0, final_temp: 1e-5, iterations: 1000 }]

  4.53K rollouts | best: -2.41T | avg: -35.3T | 24 rollouts/s | 190.2s elapsed   
  4.55K rollouts | best: -2.41T | avg: -35.4T | 24 rollouts/s | 191.0s elapsed   
  4.57K rollouts | best: -2.41T | avg: -35.5T | 24 rollouts/s | 191.9s elapsed   
  4.59K rollouts | best: -2.41T | avg: -35.6T | 24 rollouts/s | 192.7s elapsed   
  4.61K rollouts | best: -2.41T | avg: -35.7T | 24 rollouts/s | 193.5s elapsed   
  4.63K rollouts | best: -2.41T | avg: -35.8T | 24 rollouts/s | 194.4s elapsed   
  4.65K rollouts | best: -2.41T | avg: -35.9T | 24 rollouts/s | 195.2s elapsed   
  4.67K rollouts | best: -2.41T | avg: -36.0T | 24 rollouts/s | 196.1s elapsed   
  4.69K rollouts | best: -2.41T | avg: -36.1T | 24 rollouts/s | 196.9s elapsed   
  4.71K rollouts | best: -2.41T | avg: -36.2T | 24 rollouts/s | 197.8s elapsed   
  4.73K rollouts | best: -2.41T | avg: -36.3T | 24 rollouts/s | 198.6s elapsed   
  4.75K rollouts | best: -2.41T | avg: -36.4T | 24 rollouts/s | 199.4s elapsed   
  4.77K rollouts | best: -2.41T | avg: -36.5T | 24 rollouts/s | 200.3s elapsed   
  4.79K rollouts | best: -2.41T | avg: -36.6T | 24 rollouts/s | 201.1s elapsed   
  4.81K rollouts | best: -2.41T | avg: -36.7T | 24 rollouts/s | 201.9s elapsed   
  4.83K rollouts | best: -2.41T | avg: -36.8T | 24 rollouts/s | 202.8s elapsed   
  4.85K rollouts | best: -2.41T | avg: -37.0T | 24 rollouts/s | 203.6s elapsed   
  4.87K rollouts | best: -2.41T | avg: -37.1T | 24 rollouts/s | 204.5s elapsed   
  4.89K rollouts | best: -2.41T | avg: -37.2T | 24 rollouts/s | 205.3s elapsed   
  4.91K rollouts | best: -2.41T | avg: -37.3T | 24 rollouts/s | 206.1s elapsed   
  4.93K rollouts | best: -2.41T | avg: -37.4T | 24 rollouts/s | 207.0s elapsed   
  4.95K rollouts | best: -2.41T | avg: -37.5T | 24 rollouts/s | 207.8s elapsed   
  4.97K rollouts | best: -2.41T | avg: -37.6T | 24 rollouts/s | 208.7s elapsed   
  4.99K rollouts | best: -2.41T | avg: -37.7T | 24 rollouts/s | 209.5s elapsed   
  5.01K rollouts | best: -2.41T | avg: -37.8T | 24 rollouts/s | 210.3s elapsed   
  5.03K rollouts | best: -2.41T | avg: -37.9T | 24 rollouts/s | 211.2s elapsed   
  5.05K rollouts | best: -2.41T | avg: -38.0T | 24 rollouts/s | 212.0s elapsed   
  5.07K rollouts | best: -2.41T | avg: -38.1T | 24 rollouts/s | 212.9s elapsed   
